#Data from xx-08-2018, https://www.CryptoDataDownload.com
#Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1535758680000,2018-08-31 23:38:00,BTCUSD,7014.16,7014.16,7012,7012,1.0282
1535758620000,2018-08-31 23:37:00,BTCUSD,7038.79,7038.79,7014.16,7014.16,13.26295789
1535758560000,2018-08-31 23:36:00,BTCUSD,7042.83,7042.83,7038.79,7038.79,0.37907442
1535758500000,2018-08-31 23:35:00,BTCUSD,7042.83,7042.83,7042.83,7042.83,0.0
1535758440000,2018-08-31 23:34:00,BTCUSD,7042.83,7042.83,7042.83,7042.83,0.1691176696
1535758380000,2018-08-31 23:33:00,BTCUSD,7042.83,7042.83,7042.83,7042.83,0.00128499
1535758320000,2018-08-31 23:32:00,BTCUSD,7038.35,7042.83,7038.35,7042.83,0.07099418
1535758260000,2018-08-31 23:31:00,BTCUSD,7038.35,7038.35,7038.35,7038.35,0.0
1535758200000,2018-08-31 23:30:00,BTCUSD,7037.35,7038.35,7037.35,7038.35,0.0613681781
1535758140000,2018-08-31 23:29:00,BTCUSD,7037.35,7037.35,7037.35,7037.35,0.0
1535758080000,2018-08-31 23:28:00,BTCUSD,7036.39,7037.35,7036.39,7037.35,0.0738617416
1535758020000,2018-08-31 23:27:00,BTCUSD,7036.39,7036.39,7036.39,7036.39,0.0
1535757960000,2018-08-31 23:26:00,BTCUSD,7044.3,7044.3,7036.39,7036.39,0.0090064365
1535757900000,2018-08-31 23:25:00,BTCUSD,7044.3,7044.3,7044.3,7044.3,0.0
1535757840000,2018-08-31 23:24:00,BTCUSD,7047.02,7047.02,7044.3,7044.3,0.82
1535757780000,2018-08-31 23:23:00,BTCUSD,7047.02,7047.02,7047.02,7047.02,0.0
1535757720000,2018-08-31 23:22:00,BTCUSD,7047.02,7047.02,7046.93,7047.02,0.5992069358
1535757660000,2018-08-31 23:21:00,BTCUSD,7047.02,7047.02,7047.02,7047.02,0.02107415
1535757600000,2018-08-31 23:20:00,BTCUSD,7047.02,7047.02,7047.02,7047.02,0.01547966
1535757540000,2018-08-31 23:19:00,BTCUSD,7046.68,7049.13,7046.68,7047.02,0.2779683315
1535757480000,2018-08-31 23:18:00,BTCUSD,7046.68,7046.68,7046.68,7046.68,0.0
1535757420000,2018-08-31 23:17:00,BTCUSD,7042.55,7046.68,7042.55,7046.68,1.0884712958
1535757360000,2018-08-31 23:16:00,BTCUSD,7042.55,7042.55,7042.55,7042.55,0.0
1535757300000,2018-08-31 23:15:00,BTCUSD,7040.29,7042.55,7040.29,7042.55,0.1405881406
1535757240000,2018-08-31 23:14:00,BTCUSD,7044.72,7044.72,7038.59,7040.29,0.15702871
1535757180000,2018-08-31 23:13:00,BTCUSD,7044.72,7044.72,7044.72,7044.72,0.0
1535757120000,2018-08-31 23:12:00,BTCUSD,7038.56,7044.72,7038.56,7044.72,2.0
1535757060000,2018-08-31 23:11:00,BTCUSD,7038.56,7038.56,7038.56,7038.56,0.0
1535757000000,2018-08-31 23:10:00,BTCUSD,7038.56,7038.56,7038.56,7038.56,0.0
1535756940000,2018-08-31 23:09:00,BTCUSD,7038.56,7038.56,7038.56,7038.56,0.0
1535756880000,2018-08-31 23:08:00,BTCUSD,7038.15,7038.56,7037.75,7038.56,0.4823173368
1535756820000,2018-08-31 23:07:00,BTCUSD,7038.37,7038.37,7038.15,7038.15,0.01591987
1535756760000,2018-08-31 23:06:00,BTCUSD,7035.11,7038.37,7035.11,7038.37,1.39764607
1535756700000,2018-08-31 23:05:00,BTCUSD,7034.95,7035.15,7034.95,7035.11,0.3912408
1535756640000,2018-08-31 23:04:00,BTCUSD,7034.95,7034.95,7034.95,7034.95,0.0
1535756580000,2018-08-31 23:03:00,BTCUSD,7025.14,7034.95,7025.14,7034.95,0.52049387
1535756520000,2018-08-31 23:02:00,BTCUSD,7025.14,7025.14,7025.14,7025.14,0.0
1535756460000,2018-08-31 23:01:00,BTCUSD,7025.14,7025.14,7025.14,7025.14,0.0
1535756400000,2018-08-31 23:00:00,BTCUSD,7015.02,7025.14,7015.02,7025.14,0.00241988
1535756340000,2018-08-31 22:59:00,BTCUSD,7015.02,7015.02,7015.02,7015.02,0.18049228
1535756280000,2018-08-31 22:58:00,BTCUSD,7018.44,7018.44,7015.01,7015.02,0.29080344
1535756220000,2018-08-31 22:57:00,BTCUSD,7018.44,7018.44,7018.44,7018.44,0.0
1535756160000,2018-08-31 22:56:00,BTCUSD,7018.44,7018.44,7018.44,7018.44,0.0
1535756100000,2018-08-31 22:55:00,BTCUSD,7016.01,7020.65,7016.01,7018.44,0.01970054
1535756040000,2018-08-31 22:54:00,BTCUSD,7024.5,7024.5,7016.01,7016.01,0.7504319
1535755980000,2018-08-31 22:53:00,BTCUSD,7025.67,7025.67,7024.5,7024.5,0.07117843
1535755920000,2018-08-31 22:52:00,BTCUSD,7025.67,7025.67,7025.67,7025.67,0.0
1535755860000,2018-08-31 22:51:00,BTCUSD,7023.01,7025.67,7023,7025.67,0.05183013
1535755800000,2018-08-31 22:50:00,BTCUSD,7023.01,7023.01,7023.01,7023.01,0.0
1535755740000,2018-08-31 22:49:00,BTCUSD,7023.01,7023.01,7023.01,7023.01,0.0353588
1535755680000,2018-08-31 22:48:00,BTCUSD,7024.17,7024.17,7023,7023.01,0.03226236
1535755620000,2018-08-31 22:47:00,BTCUSD,7025.17,7025.17,7024.17,7024.17,0.1324
1535755560000,2018-08-31 22:46:00,BTCUSD,7025.49,7025.49,7025.17,7025.17,0.10318536
1535755500000,2018-08-31 22:45:00,BTCUSD,7025.57,7025.57,7025.49,7025.49,0.00953754
1535755440000,2018-08-31 22:44:00,BTCUSD,7025.57,7025.57,7025.57,7025.57,0.0
1535755380000,2018-08-31 22:43:00,BTCUSD,7024.17,7025.57,7024.17,7025.57,2.8185875853
1535755320000,2018-08-31 22:42:00,BTCUSD,7024.17,7026.16,7024.17,7024.17,0.3622278704
1535755260000,2018-08-31 22:41:00,BTCUSD,7024.17,7024.17,7024.17,7024.17,0.0
1535755200000,2018-08-31 22:40:00,BTCUSD,7024.17,7024.17,7024.17,7024.17,0.0
1535755140000,2018-08-31 22:39:00,BTCUSD,7024.17,7024.17,7024.17,7024.17,0.0007188756
1535755080000,2018-08-31 22:38:00,BTCUSD,7024.17,7024.17,7024.17,7024.17,0.211434022
1535755020000,2018-08-31 22:37:00,BTCUSD,7027.06,7027.06,7023.01,7024.17,2.13037479
1535754960000,2018-08-31 22:36:00,BTCUSD,7026.96,7027.06,7026.96,7027.06,0.07044909
1535754900000,2018-08-31 22:35:00,BTCUSD,7026.2,7026.96,7026.2,7026.96,0.28165007
1535754840000,2018-08-31 22:34:00,BTCUSD,7026.01,7026.2,7026.01,7026.2,1.33953274
1535754780000,2018-08-31 22:33:00,BTCUSD,7026.6,7026.6,7026.01,7026.01,2.9668125388
1535754720000,2018-08-31 22:32:00,BTCUSD,7026.61,7026.61,7026.6,7026.6,0.00456994
1535754660000,2018-08-31 22:31:00,BTCUSD,7026.2,7026.61,7026.2,7026.61,2.55589999
1535754600000,2018-08-31 22:30:00,BTCUSD,7028.18,7028.18,7026.2,7026.2,0.00790554
1535754540000,2018-08-31 22:29:00,BTCUSD,7028.18,7028.18,7028.18,7028.18,0.0
1535754480000,2018-08-31 22:28:00,BTCUSD,7026.21,7028.18,7026.2,7028.18,0.11455123
1535754420000,2018-08-31 22:27:00,BTCUSD,7036.38,7036.38,7026.21,7026.21,0.37176486
1535754360000,2018-08-31 22:26:00,BTCUSD,7032.41,7036.38,7032.41,7036.38,5.27116651
1535754300000,2018-08-31 22:25:00,BTCUSD,7031.9,7032.41,7031.9,7032.41,0.5123105154
1535754240000,2018-08-31 22:24:00,BTCUSD,7032.21,7032.21,7031.9,7031.9,0.7950561865
1535754180000,2018-08-31 22:23:00,BTCUSD,7028.32,7033.96,7027.14,7032.21,5.2904318368
1535754120000,2018-08-31 22:22:00,BTCUSD,7026.02,7028.33,7026.02,7028.32,1.1723736941
1535754060000,2018-08-31 22:21:00,BTCUSD,7015,7026.02,7015,7026.02,0.9505977927
1535754000000,2018-08-31 22:20:00,BTCUSD,7015,7015,7015,7015,0.0
1535753940000,2018-08-31 22:19:00,BTCUSD,7006.04,7015,7006.04,7015,0.01141102
1535753880000,2018-08-31 22:18:00,BTCUSD,7006.04,7006.04,7006.04,7006.04,6.494e-05
1535753820000,2018-08-31 22:17:00,BTCUSD,7006.04,7006.04,7006.03,7006.04,1.53989044
1535753760000,2018-08-31 22:16:00,BTCUSD,7015,7015,7006.04,7006.04,0.00014255
1535753700000,2018-08-31 22:15:00,BTCUSD,7002.32,7015,7001.59,7015,8.01950431
1535753640000,2018-08-31 22:14:00,BTCUSD,7010.19,7010.19,7002.32,7002.32,0.2428568
1535753580000,2018-08-31 22:13:00,BTCUSD,7010.18,7010.19,7010.18,7010.19,0.07060847
1535753520000,2018-08-31 22:12:00,BTCUSD,7010.5,7010.5,7000,7010.18,2.70600618
1535753460000,2018-08-31 22:11:00,BTCUSD,7016.73,7016.73,7010.5,7010.5,5.12508321
1535753400000,2018-08-31 22:10:00,BTCUSD,7015.72,7016.73,7015.72,7016.73,0.452763684
1535753340000,2018-08-31 22:09:00,BTCUSD,7015.5,7015.72,7015.5,7015.72,0.14109136
1535753280000,2018-08-31 22:08:00,BTCUSD,7015.5,7015.5,7015.5,7015.5,0.0
1535753220000,2018-08-31 22:07:00,BTCUSD,7016.73,7016.73,7015.5,7015.5,0.04220736
1535753160000,2018-08-31 22:06:00,BTCUSD,7016.73,7016.73,7016.73,7016.73,0.0335764
1535753100000,2018-08-31 22:05:00,BTCUSD,7016.73,7016.73,7016.73,7016.73,0.0117055273
1535753040000,2018-08-31 22:04:00,BTCUSD,7016.73,7016.73,7016.73,7016.73,0.0
1535752980000,2018-08-31 22:03:00,BTCUSD,7016.65,7016.73,7016.65,7016.73,0.9171785217
1535752920000,2018-08-31 22:02:00,BTCUSD,7016.65,7016.65,7016.65,7016.65,0.14251815
1535752860000,2018-08-31 22:01:00,BTCUSD,7016.74,7016.74,7016.65,7016.65,0.13021768
1535752800000,2018-08-31 22:00:00,BTCUSD,7020.17,7020.17,7016.74,7016.74,0.63909161
1535752740000,2018-08-31 21:59:00,BTCUSD,7020.17,7020.17,7020.17,7020.17,0.0
1535752680000,2018-08-31 21:58:00,BTCUSD,7025.18,7025.18,7020.17,7020.17,0.00527743
1535752620000,2018-08-31 21:57:00,BTCUSD,7033.97,7033.97,7025.18,7025.18,1.2173351171
1535752560000,2018-08-31 21:56:00,BTCUSD,7036.25,7036.25,7033.97,7033.97,0.01651367
1535752500000,2018-08-31 21:55:00,BTCUSD,7036.25,7036.25,7036.25,7036.25,0.18
1535752440000,2018-08-31 21:54:00,BTCUSD,7036.25,7036.25,7036.25,7036.25,0.08794456
1535752380000,2018-08-31 21:53:00,BTCUSD,7029.46,7036.25,7029.46,7036.25,0.4221345152
1535752320000,2018-08-31 21:52:00,BTCUSD,7029.46,7029.46,7029.46,7029.46,0.0
1535752260000,2018-08-31 21:51:00,BTCUSD,7034,7034,7029.46,7029.46,0.49881244
1535752200000,2018-08-31 21:50:00,BTCUSD,7029.47,7034,7029.47,7034,0.11593345
1535752140000,2018-08-31 21:49:00,BTCUSD,7029.47,7029.47,7029.47,7029.47,0.0
1535752080000,2018-08-31 21:48:00,BTCUSD,7029.49,7029.49,7029.47,7029.47,0.0348293
1535752020000,2018-08-31 21:47:00,BTCUSD,7034.99,7034.99,7029.49,7029.49,0.0028167
1535751960000,2018-08-31 21:46:00,BTCUSD,7047.03,7047.03,7034.99,7034.99,1.0001419
1535751900000,2018-08-31 21:45:00,BTCUSD,7047.04,7047.04,7047.03,7047.03,0.01601339
1535751840000,2018-08-31 21:44:00,BTCUSD,7047.04,7047.04,7047.04,7047.04,0.07
1535751780000,2018-08-31 21:43:00,BTCUSD,7029.49,7047.04,7029.49,7047.04,1.0270249282
1535751720000,2018-08-31 21:42:00,BTCUSD,7029.47,7029.49,7029.47,7029.49,1.0
1535751660000,2018-08-31 21:41:00,BTCUSD,7029.47,7029.47,7029.47,7029.47,0.0
1535751600000,2018-08-31 21:40:00,BTCUSD,7029.46,7029.47,7029.46,7029.47,0.10256817
1535751540000,2018-08-31 21:39:00,BTCUSD,7029.46,7029.46,7029.46,7029.46,0.0
1535751480000,2018-08-31 21:38:00,BTCUSD,7029.46,7029.46,7029.46,7029.46,0.0
1535751420000,2018-08-31 21:37:00,BTCUSD,7029.46,7029.46,7029.46,7029.46,1.4386614629
1535751360000,2018-08-31 21:36:00,BTCUSD,7029.46,7029.46,7029.46,7029.46,0.42613611
1535751300000,2018-08-31 21:35:00,BTCUSD,7024.99,7029.46,7024.99,7029.46,0.0481319171
1535751240000,2018-08-31 21:34:00,BTCUSD,7016.01,7024.99,7016.01,7024.99,2.3788261
1535751180000,2018-08-31 21:33:00,BTCUSD,7015.08,7016.89,7013.97,7016.01,0.14527805
1535751120000,2018-08-31 21:32:00,BTCUSD,7016.34,7019.04,7011.02,7015.08,0.315899
1535751060000,2018-08-31 21:31:00,BTCUSD,7013.11,7019.05,7013.11,7016.34,0.75363701
1535751000000,2018-08-31 21:30:00,BTCUSD,7013.68,7021.29,7012.25,7013.11,0.2731520748
1535750940000,2018-08-31 21:29:00,BTCUSD,7010.37,7019.68,7010.37,7013.68,0.3141828572
1535750880000,2018-08-31 21:28:00,BTCUSD,7008.05,7010.37,7007.35,7010.37,0.25571481
1535750820000,2018-08-31 21:27:00,BTCUSD,7009.88,7009.88,7006,7008.05,0.24182822
1535750760000,2018-08-31 21:26:00,BTCUSD,7010,7010,7008,7009.88,2.02810447
1535750700000,2018-08-31 21:25:00,BTCUSD,7015.71,7015.71,7010,7010,0.99997152
1535750640000,2018-08-31 21:24:00,BTCUSD,7015.71,7015.71,7015.71,7015.71,0.2711510895
1535750580000,2018-08-31 21:23:00,BTCUSD,7016.7,7016.7,7015.7,7015.71,0.37372166
1535750520000,2018-08-31 21:22:00,BTCUSD,7016.64,7019.62,7016.64,7016.7,0.138684706
1535750460000,2018-08-31 21:21:00,BTCUSD,7010.01,7016.64,7010.01,7016.64,0.14438949
1535750400000,2018-08-31 21:20:00,BTCUSD,7010.01,7010.01,7010.01,7010.01,0.0
1535750340000,2018-08-31 21:19:00,BTCUSD,7010,7010.01,7010,7010.01,1.5811753
1535750280000,2018-08-31 21:18:00,BTCUSD,7025.89,7025.89,7010,7010,10.88
1535750220000,2018-08-31 21:17:00,BTCUSD,7025.89,7025.89,7025.89,7025.89,0.0
1535750160000,2018-08-31 21:16:00,BTCUSD,7025.81,7025.9,7025.81,7025.89,0.27593095
1535750100000,2018-08-31 21:15:00,BTCUSD,7025.81,7025.81,7025.81,7025.81,0.0
1535750040000,2018-08-31 21:14:00,BTCUSD,7024.99,7025.81,7023.97,7025.81,5.9872185103
1535749980000,2018-08-31 21:13:00,BTCUSD,7026.68,7026.68,7024.99,7024.99,0.1204566421
1535749920000,2018-08-31 21:12:00,BTCUSD,7032.33,7032.33,7026.68,7026.68,0.07044538
1535749860000,2018-08-31 21:11:00,BTCUSD,7032.29,7032.33,7025.5,7032.33,0.5976262278
1535749800000,2018-08-31 21:10:00,BTCUSD,7032.34,7032.34,7032.29,7032.29,0.27502621
1535749740000,2018-08-31 21:09:00,BTCUSD,7029.49,7032.34,7028.96,7032.34,0.75
1535749680000,2018-08-31 21:08:00,BTCUSD,7028.01,7029.49,7028.01,7029.49,0.6
1535749620000,2018-08-31 21:07:00,BTCUSD,7028.01,7028.01,7028.01,7028.01,0.57302158
1535749560000,2018-08-31 21:06:00,BTCUSD,7028.01,7028.01,7028.01,7028.01,0.01129267
1535749500000,2018-08-31 21:05:00,BTCUSD,7028.01,7028.01,7028.01,7028.01,0.0189534625
1535749440000,2018-08-31 21:04:00,BTCUSD,7029.41,7029.86,7028.01,7028.01,0.8694647798
1535749380000,2018-08-31 21:03:00,BTCUSD,7035.09,7035.09,7029.41,7029.41,0.022662694
1535749320000,2018-08-31 21:02:00,BTCUSD,7043,7043,7035.09,7035.09,0.01374101
1535749260000,2018-08-31 21:01:00,BTCUSD,7043.02,7043.02,7043,7043,0.2762515
1535749200000,2018-08-31 21:00:00,BTCUSD,7043.01,7043.02,7043.01,7043.02,2.3673036
1535749140000,2018-08-31 20:59:00,BTCUSD,7043.01,7043.01,7043.01,7043.01,0.0
1535749080000,2018-08-31 20:58:00,BTCUSD,7043.02,7043.02,7043.01,7043.01,0.19830984
1535749020000,2018-08-31 20:57:00,BTCUSD,7043.01,7043.02,7043.01,7043.02,4.08958683
1535748960000,2018-08-31 20:56:00,BTCUSD,7045,7045,7043.01,7043.01,4.3424454549
1535748900000,2018-08-31 20:55:00,BTCUSD,7045,7045,7045,7045,0.0
1535748840000,2018-08-31 20:54:00,BTCUSD,7045,7045,7045,7045,0.0
1535748780000,2018-08-31 20:53:00,BTCUSD,7045,7045,7045,7045,0.0
1535748720000,2018-08-31 20:52:00,BTCUSD,7045,7045,7045,7045,0.0212633
1535748660000,2018-08-31 20:51:00,BTCUSD,7045,7045,7045,7045,0.0
1535748600000,2018-08-31 20:50:00,BTCUSD,7045.28,7045.28,7045,7045,0.20645848
1535748540000,2018-08-31 20:49:00,BTCUSD,7050.66,7050.66,7045,7045.28,0.4244188185
1535748480000,2018-08-31 20:48:00,BTCUSD,7050.66,7050.66,7050.66,7050.66,0.0
1535748420000,2018-08-31 20:47:00,BTCUSD,7050.66,7050.66,7050.66,7050.66,0.0
1535748360000,2018-08-31 20:46:00,BTCUSD,7050.67,7050.67,7050.66,7050.66,0.01998449
1535748300000,2018-08-31 20:45:00,BTCUSD,7050.72,7050.72,7050.67,7050.67,5.7054258708
1535748240000,2018-08-31 20:44:00,BTCUSD,7052.83,7052.83,7050.67,7050.72,3.02127442
1535748180000,2018-08-31 20:43:00,BTCUSD,7052.83,7052.83,7052.83,7052.83,0.0
1535748120000,2018-08-31 20:42:00,BTCUSD,7049,7052.83,7049,7052.83,5.31155669
1535748060000,2018-08-31 20:41:00,BTCUSD,7052.65,7053.37,7049,7049,0.56634841
1535748000000,2018-08-31 20:40:00,BTCUSD,7053.47,7054.22,7052.65,7052.65,3.04892119
1535747940000,2018-08-31 20:39:00,BTCUSD,7050.37,7053.47,7049.11,7053.47,10.5483352369
1535747880000,2018-08-31 20:38:00,BTCUSD,7050.38,7050.38,7050.37,7050.37,0.05734758
1535747820000,2018-08-31 20:37:00,BTCUSD,7053.84,7053.84,7050.38,7050.38,0.07316035
1535747760000,2018-08-31 20:36:00,BTCUSD,7049.61,7053.84,7049.61,7053.84,5.23466643
1535747700000,2018-08-31 20:35:00,BTCUSD,7049.61,7049.61,7049.61,7049.61,0.02493499
1535747640000,2018-08-31 20:34:00,BTCUSD,7049.6,7049.61,7049.6,7049.61,0.01022631
1535747580000,2018-08-31 20:33:00,BTCUSD,7049.6,7049.6,7049.6,7049.6,0.0
1535747520000,2018-08-31 20:32:00,BTCUSD,7044.66,7049.6,7044.66,7049.6,3.23942164
1535747460000,2018-08-31 20:31:00,BTCUSD,7049.62,7049.62,7044.66,7044.66,0.1603704381
1535747400000,2018-08-31 20:30:00,BTCUSD,7049.61,7049.62,7047.55,7049.62,5.48514282
1535747340000,2018-08-31 20:29:00,BTCUSD,7057.54,7057.54,7042.73,7049.61,0.7543071119
1535747280000,2018-08-31 20:28:00,BTCUSD,7057.54,7057.54,7057.54,7057.54,0.0
1535747220000,2018-08-31 20:27:00,BTCUSD,7057.54,7059.14,7053.44,7057.54,1.98672535
1535747160000,2018-08-31 20:26:00,BTCUSD,7057.54,7057.54,7057.54,7057.54,0.0
1535747100000,2018-08-31 20:25:00,BTCUSD,7055.97,7057.72,7055.97,7057.54,0.7724219488
1535747040000,2018-08-31 20:24:00,BTCUSD,7054.68,7057.54,7054.68,7055.97,4.26590149
1535746980000,2018-08-31 20:23:00,BTCUSD,7055.84,7055.84,7053.98,7054.68,1.0255751849
1535746920000,2018-08-31 20:22:00,BTCUSD,7055.84,7055.84,7055.84,7055.84,0.0
1535746860000,2018-08-31 20:21:00,BTCUSD,7049.64,7055.84,7049.64,7055.84,4.1289294
1535746800000,2018-08-31 20:20:00,BTCUSD,7045.99,7049.64,7045.99,7049.64,5.6627727441
1535746740000,2018-08-31 20:19:00,BTCUSD,7045.84,7045.99,7045.84,7045.99,0.21285683
1535746680000,2018-08-31 20:18:00,BTCUSD,7044.12,7045.84,7044.12,7045.84,4.08451693
1535746620000,2018-08-31 20:17:00,BTCUSD,7045,7045,7044.12,7044.12,0.04222402
1535746560000,2018-08-31 20:16:00,BTCUSD,7040.88,7045,7040.88,7045,5.15336573
1535746500000,2018-08-31 20:15:00,BTCUSD,7040.88,7040.88,7040.88,7040.88,0.0
1535746440000,2018-08-31 20:14:00,BTCUSD,7040.38,7045,7040.38,7040.88,5.08598218
1535746380000,2018-08-31 20:13:00,BTCUSD,7040.38,7040.38,7040.38,7040.38,0.0
1535746320000,2018-08-31 20:12:00,BTCUSD,7043.4,7043.4,7040.38,7040.38,0.0070315736
1535746260000,2018-08-31 20:11:00,BTCUSD,7037.69,7043.4,7037.69,7043.4,6.2356604
1535746200000,2018-08-31 20:10:00,BTCUSD,7037.69,7037.69,7037.69,7037.69,0.01448532
1535746140000,2018-08-31 20:09:00,BTCUSD,7045,7045,7037.69,7037.69,1.52059471
1535746080000,2018-08-31 20:08:00,BTCUSD,7044.99,7045,7044.99,7045,0.1
1535746020000,2018-08-31 20:07:00,BTCUSD,7045,7045,7044.99,7044.99,6.85842324
1535745960000,2018-08-31 20:06:00,BTCUSD,7045,7045,7045,7045,0.1
1535745900000,2018-08-31 20:05:00,BTCUSD,7044.16,7045,7044.16,7045,4.18957537
1535745840000,2018-08-31 20:04:00,BTCUSD,7044.16,7044.16,7044.16,7044.16,0.0
1535745780000,2018-08-31 20:03:00,BTCUSD,7044.16,7044.16,7044.16,7044.16,0.0
1535745720000,2018-08-31 20:02:00,BTCUSD,7040.62,7044.16,7036.72,7044.16,4.3064
1535745660000,2018-08-31 20:01:00,BTCUSD,7040.76,7040.76,7040.62,7040.62,0.14
1535745600000,2018-08-31 20:00:00,BTCUSD,7043.55,7043.55,7021.81,7040.76,240.02421964
1535745540000,2018-08-31 19:59:00,BTCUSD,7043.55,7043.55,7043.55,7043.55,0.0
1535745480000,2018-08-31 19:58:00,BTCUSD,7043.55,7043.55,7043.55,7043.55,0.0
1535745420000,2018-08-31 19:57:00,BTCUSD,7043.56,7043.56,7043.55,7043.55,0.0025
1535745360000,2018-08-31 19:56:00,BTCUSD,7043.55,7043.56,7043.55,7043.56,0.00056787
1535745300000,2018-08-31 19:55:00,BTCUSD,7043.55,7043.55,7043.55,7043.55,0.0
1535745240000,2018-08-31 19:54:00,BTCUSD,7043.88,7043.88,7043.55,7043.55,0.98284387
1535745180000,2018-08-31 19:53:00,BTCUSD,7043.5,7044.1,7042.15,7043.88,2.10283326
1535745120000,2018-08-31 19:52:00,BTCUSD,7043.84,7043.84,7043.5,7043.5,0.2810855
1535745060000,2018-08-31 19:51:00,BTCUSD,7041.69,7043.84,7041.69,7043.84,0.99999999
1535745000000,2018-08-31 19:50:00,BTCUSD,7041.69,7041.69,7041.69,7041.69,0.0
1535744940000,2018-08-31 19:49:00,BTCUSD,7041.69,7041.69,7041.69,7041.69,0.0
1535744880000,2018-08-31 19:48:00,BTCUSD,7045.99,7045.99,7041.69,7041.69,6.04569999
1535744820000,2018-08-31 19:47:00,BTCUSD,7045.99,7045.99,7045.99,7045.99,0.0
1535744760000,2018-08-31 19:46:00,BTCUSD,7046,7046,7045.99,7045.99,0.74818022
1535744700000,2018-08-31 19:45:00,BTCUSD,7046,7046,7046,7046,0.07431581
1535744640000,2018-08-31 19:44:00,BTCUSD,7046,7046.01,7046,7046,0.8017824924
1535744580000,2018-08-31 19:43:00,BTCUSD,7045.99,7046,7045.99,7046,0.81027934
1535744520000,2018-08-31 19:42:00,BTCUSD,7045.99,7045.99,7045.99,7045.99,0.0
1535744460000,2018-08-31 19:41:00,BTCUSD,7046,7046,7045.99,7045.99,0.23807112
1535744400000,2018-08-31 19:40:00,BTCUSD,7044.72,7046,7043.5,7046,2.58996462
1535744340000,2018-08-31 19:39:00,BTCUSD,7043.87,7044.72,7043.87,7044.72,1.7
1535744280000,2018-08-31 19:38:00,BTCUSD,7041.91,7043.87,7041.91,7043.87,1.0
1535744220000,2018-08-31 19:37:00,BTCUSD,7039.84,7041.91,7039.84,7041.91,7.2635055
1535744160000,2018-08-31 19:36:00,BTCUSD,7039.84,7039.84,7039.84,7039.84,0.0
1535744100000,2018-08-31 19:35:00,BTCUSD,7039.04,7039.84,7039.04,7039.84,0.0149713686
1535744040000,2018-08-31 19:34:00,BTCUSD,7040,7040,7039.04,7039.04,1.28404425
1535743980000,2018-08-31 19:33:00,BTCUSD,7040.11,7040.12,7040,7040,0.5640584932
1535743920000,2018-08-31 19:32:00,BTCUSD,7044,7044,7040.11,7040.11,2.11363459
1535743860000,2018-08-31 19:31:00,BTCUSD,7046.52,7047,7044,7044,3.05742114
1535743800000,2018-08-31 19:30:00,BTCUSD,7046.51,7046.52,7046.51,7046.52,0.87712436
1535743740000,2018-08-31 19:29:00,BTCUSD,7046.51,7046.51,7046.51,7046.51,0.0
1535743680000,2018-08-31 19:28:00,BTCUSD,7046.5,7046.52,7046.5,7046.51,0.01350747
1535743620000,2018-08-31 19:27:00,BTCUSD,7046.5,7046.5,7046.5,7046.5,0.0
